Q9UKT9 ENST00000346872
Q8TAC1 ENST00000458310
Q8TAC2 ENST00000601423
P09884 ENST00000379059
Q96DF8 ENST00000252137
Q8TAC9 ENST00000562212
P07225 ENST00000394236
Q5J5C9 ENST00000376314
Q96DN5 ENST00000287380
P33552 ENST00000314355
Q04323 ENST00000294119
Q8TAK5 ENST00000368918
Q96DN6 ENST00000355673
P19256 ENST00000369489
Q8TAK6 ENST00000382348
Q96DN0 ENST00000266397
Q96DN2 ENST00000335613
P20231 ENST00000461509
P22894 ENST00000236826
Q5VZI3 ENST00000374049
P22891 ENST00000342783
P22897 ENST00000239761
P21580 ENST00000237289
Q96DM3 ENST00000269221
P20248 ENST00000274026
P21579 ENST00000261205
Q05639 ENST00000217182
Q8TAI7 ENST00000301068
P07288 ENST00000326003
Q8TAI1 ENST00000585033
P19235 ENST00000222139
P19237 ENST00000367312
Q75N90 ENST00000600128
Q96DL1 ENST00000389586
P21549 ENST00000307503
A2RUH7 ENST00000357155
P08581 ENST00000318493
P08582 ENST00000296350
Q6AWC2 ENST00000448232
P08588 ENST00000369295
P33527 ENST00000399408
Q6XZF7 ENST00000324109
P20226 ENST00000230354
Q8TAG9 ENST00000260762
P22888 ENST00000294954
Q06945 ENST00000244745
P08590 ENST00000292327
Q8TAG5 ENST00000302287
Q8TAG6 ENST00000305454
Q5JWF2 ENST00000371100
P21554 ENST00000549890
Q92738 ENST00000379237
Q92737 ENST00000216101
Q92736 ENST00000366574
Q9H6Q4 ENST00000251588
O14791 ENST00000319136
Q9H6Q3 ENST00000262866
O14793 ENST00000260950
O14792 ENST00000002596
O00142 ENST00000451102
O00144 ENST00000576173
Q7Z745 ENST00000399564
Q5JUW0 ENST00000344302
O00148 ENST00000242776
O00151 ENST00000329399
Q92731 ENST00000341099
Q92730 ENST00000309739
Q53RT3 ENST00000320256
Q0JRZ9 ENST00000430046
O14786 ENST00000265371
O14788 ENST00000239849
Q53S58 ENST00000272521
Q92734 ENST00000240851
O14787 ENST00000425528
Q92733 ENST00000271526
Q7Z6R9 ENST00000008391
Q5JUX0 ENST00000374919
Q9H6P5 ENST00000337743
Q92729 ENST00000345512
Q6K0P9 ENST00000368140
Q9H714 ENST00000429979
O00154 ENST00000377855
Q5T124 ENST00000374221
O00155 ENST00000304244
O00159 ENST00000359786
Q7Z736 ENST00000591022
O00161 ENST00000249647
O00160 ENST00000572880
O14795 ENST00000378495
O14796 ENST00000367929
O14798 ENST00000356864
Q9H706 ENST00000269209
A8CG34 ENST00000257665
Q9H707 ENST00000391701
O00165 ENST00000483970
O00167 ENST00000327619
Q5T0N5 ENST00000370256
O00168 ENST00000455515
O00170 ENST00000279146
Q3MIP1 ENST00000381440
Q2VIQ3 ENST00000435029
Q2Y0W8 ENST00000453097
Q4G0S7 ENST00000361970
Q4G148 ENST00000398675
O00175 ENST00000416943
O00178 ENST00000216044
Q7Z713 ENST00000335174
Q3MIN7 ENST00000393423
Q676U5 ENST00000392017
O00180 ENST00000366621
O00182 ENST00000395473
Q4G0S4 ENST00000409327
P11926 ENST00000234111
P09603 ENST00000329608
Q9H6U8 ENST00000586097
Q53RY4 ENST00000543753
Q9H6U6 ENST00000588462
Q9H765 ENST00000536549
Q7Z6W7 ENST00000307221
P0C2L3 ENST00000496132
Q5T0U0 ENST00000444614
Q5T160 ENST00000369536
Q7Z794 ENST00000341809
Q4G176 ENST00000317447
Q92772 ENST00000429927
O14744 ENST00000324366
Q96CC6 ENST00000262316
O14746 ENST00000310581
Q53S99 ENST00000264387
O14745 ENST00000262613
P10606 ENST00000258424
Q05481 ENST00000300619
Q92769 ENST00000519065
P09619 ENST00000261799
Q7Z6V5 ENST00000237283
Q4ZIN3 ENST00000356663
Q9H6T3 ENST00000005386
P10600 ENST00000238682
P23919 ENST00000305784
O00116 ENST00000264167
O00115 ENST00000222219
Q9H6T0 ENST00000565858
Q1HG43 ENST00000267803
Q2VIR3 ENST00000538173
Q7Z6W1 ENST00000372766
Q92764 ENST00000393989
Q96CB9 ENST00000474844
P82279 ENST00000367400
O14753 ENST00000335987
Q4G163 ENST00000428847
Q92766 ENST00000379938
O14757 ENST00000534070
Q96CB8 ENST00000451321
O14756 ENST00000554643
Q92765 ENST00000295113
P09622 ENST00000205402
Q92759 ENST00000376326
O14771 ENST00000396878
O14770 ENST00000561208
Q9H741 ENST00000261318
Q9H6S1 ENST00000479665
Q3MIS6 ENST00000360465
Q9H6S3 ENST00000533256
Q9H6S0 ENST00000161863
Q7Z769 ENST00000398004
Q05469 ENST00000244289
Q3MIT2 ENST00000316752
Q92753 ENST00000396204
Q92752 ENST00000367674
O14764 ENST00000378585
Q4G0X9 ENST00000397545
O14763 ENST00000276431
Q92750 ENST00000269142
Q96CA5 ENST00000217169
P11908 ENST00000398491
Q4G0X4 ENST00000340067
Q92754 ENST00000201031
O00139 ENST00000407818
Q92748 ENST00000281030
Q92747 ENST00000262942
Q9H6R4 ENST00000297990
Q9H6R7 ENST00000295148
O14782 ENST00000405914
P11912 ENST00000221972
Q9H6R6 ENST00000369405
Q9H6R0 ENST00000225296
Q9H6R3 ENST00000548058
Q3MIR4 ENST00000555868
Q4G0W2 ENST00000405954
Q6RFH5 ENST00000525239
Q5T0T0 ENST00000574996
O00141 ENST00000367858
O14773 ENST00000299427
O14772 ENST00000370898
O14775 ENST00000261837
Q6X784 ENST00000348931
P09601 ENST00000216117
O14777 ENST00000261597
O14776 ENST00000296702
Q92743 ENST00000368984
Q7Z6K1 ENST00000415914
Q7Z6K4 ENST00000356628
Q9H6I2 ENST00000297316
Q7Z6K3 ENST00000340434
Q4G0J3 ENST00000509061
Q7Z6K5 ENST00000357484
Q96C74 ENST00000503804
O14709 ENST00000344387
Q96BV0 ENST00000329630
Q9H6H4 ENST00000306306
Q7Z6J0 ENST00000284637
Q7Z6J2 ENST00000293662
Q4G0I0 ENST00000310355
Q96BU1 ENST00000373476
Q7Z6J4 ENST00000274963
Q7Z6J6 ENST00000417257
O14715 ENST00000302558
O14717 ENST00000377799
O14718 ENST00000317735
Q7Z6J9 ENST00000333213
Q7Z6J8 ENST00000369747
O14713 ENST00000355346
Q96C55 ENST00000591046
Q96BT7 ENST00000417449
Q96C57 ENST00000288757
Q96BT3 ENST00000562787
Q7Z6I5 ENST00000334325
Q3LFD5 ENST00000454608
O14727 ENST00000551964
Q7Z6I8 ENST00000394976
Q9H6F5 ENST00000227520
Q16134 ENST00000511912
Q5T0F9 ENST00000371586
Q5VY09 ENST00000367577
Q9H6F2 ENST00000187762
Q96C45 ENST00000301831
Q96BS2 ENST00000335209
O14737 ENST00000590247
P82251 ENST00000590341
Q9H6E4 ENST00000255784
O14730 ENST00000339486
Q9H6E5 ENST00000476907
O14733 ENST00000397983
O14732 ENST00000269159
Q16143 ENST00000506696
O14735 ENST00000569956
O14734 ENST00000217455
Q4G0N8 ENST00000305815
Q3MII6 ENST00000600191
Q4G0N7 ENST00000604268
Q4G0N4 ENST00000381937
Q96BZ9 ENST00000354200
Q96BZ8 ENST00000222224
Q5T0L3 ENST00000367935
P60891 ENST00000543248
P60896 ENST00000248566
P60893 ENST00000449591
Q96BY9 ENST00000256255
Q9H6L2 ENST00000258173
Q9H6L5 ENST00000306320
Q9H6L4 ENST00000245543
Q96BY6 ENST00000258390
Q4G0M1 ENST00000546354
Q96BY7 ENST00000359933
Q5VY80 ENST00000286380
Q96BY2 ENST00000556883
Q7Z6M4 ENST00000391980
Q96BX8 ENST00000357066
Q9H6K1 ENST00000374023
Q7Z6M3 ENST00000571603
Q9H6K4 ENST00000323060
Q5T0J7 ENST00000319416
Q5JUQ0 ENST00000372271
Q5VY43 ENST00000292357
Q7Z6M2 ENST00000298097
Q7Z6M1 ENST00000394125
Q4G112 ENST00000323777
Q4G0P3 ENST00000393567
Q96C90 ENST00000309318
Q96C92 ENST00000357365
Q9H6J7 ENST00000378615
Q53S33 ENST00000327428
Q96BW9 ENST00000580427
Q96C86 ENST00000263579
Q96BW5 ENST00000535784
Q00G26 ENST00000381848
Q5VXT5 ENST00000369872
Q7Z6L1 ENST00000379795
Q7Z6L0 ENST00000567659
Q16181 ENST00000399034
Q6V0I7 ENST00000394329
Q96BW1 ENST00000373383
Q16186 ENST00000253003
Q96CP2 ENST00000293981
Q5VYK3 ENST00000338205
P47881 ENST00000323404
Q5T1B0 ENST00000367618
Q96CP7 ENST00000292090
P10599 ENST00000374517
Q53SF7 ENST00000392717
Q96CP6 ENST00000317991
Q96D15 ENST00000270645
Q9H7B7 ENST00000258776
Q9H7B4 ENST00000388985
P33240 ENST00000372972
Q4G1C9 ENST00000550916
P33241 ENST00000381775
P47874 ENST00000529803
Q9H7B2 ENST00000441448
P47872 ENST00000019103
P21246 ENST00000348225
Q7Z7E8 ENST00000292211
P47870 ENST00000393959
P47871 ENST00000400723
Q96D09 ENST00000535209
P58546 ENST00000393085
Q96D03 ENST00000273990
Q96D05 ENST00000373279
P58549 ENST00000270310
P47869 ENST00000381620
Q96CN9 ENST00000321407
P08294 ENST00000382120
P46531 ENST00000277541
Q7Z7D3 ENST00000369458
P60866 ENST00000519807
Q5T1C6 ENST00000368814
A1YPR0 ENST00000586438
Q96CN5 ENST00000306688
Q96CN7 ENST00000173527
P58557 ENST00000397691
Q96CN4 ENST00000538904
P46527 ENST00000228872
Q7Z7C8 ENST00000494547
P08263 ENST00000334575
Q96CM8 ENST00000300441
P59894 ENST00000452803
P22557 ENST00000330807
Q7Z7C7 ENST00000275764
Q6SJ96 ENST00000247219
P35869 ENST00000242057
P22570 ENST00000442102
Q5JVG8 ENST00000443905
P10586 ENST00000359947
Q96CM4 ENST00000301944
P10588 ENST00000291442
P10589 ENST00000327111
Q96CM3 ENST00000298317
Q6SJ93 ENST00000343597
Q7Z7B8 ENST00000334391
Q7Z7B7 ENST00000382376
Q58A45 ENST00000380958
P60880 ENST00000254976
Q7Z7B0 ENST00000237172
Q7Z7B1 ENST00000561548
P21291 ENST00000340006
P59826 ENST00000375494
Q96D53 ENST00000324464
Q96CT2 ENST00000486442
Q96CT7 ENST00000445755
P0C1Z6 ENST00000603822
Q96D59 ENST00000416588
Q9H7F4 ENST00000426077
Q9H7F0 ENST00000256031
P60827 ENST00000328449
Q96CS3 ENST00000261942
Q96CS2 ENST00000282058
Q96D42 ENST00000523175
Q96CS4 ENST00000287461
Q5VZ18 ENST00000304760
Q7Z7H3 ENST00000289388
Q5VYP0 ENST00000356699
Q96CS7 ENST00000409158
Q96D46 ENST00000460469
A1Z1Q3 ENST00000310348
P58505 ENST00000291691
Q9H7E9 ENST00000331434
Q7Z7H5 ENST00000457408
Q9H7E2 ENST00000535286
Q7Z7H8 ENST00000290208
Q5VYM1 ENST00000312292
Q96D31 ENST00000330079
Q7Z7G1 ENST00000226951
Q16204 ENST00000263102
Q7Z7G0 ENST00000284322
Q16206 ENST00000370927
Q7Z7G2 ENST00000299721
P58511 ENST00000399295
P33260 ENST00000285979
Q9H7D7 ENST00000414423
P33261 ENST00000371321
P21266 ENST00000361066
P47897 ENST00000306125
P47895 ENST00000329841
Q7Z7G8 ENST00000358544
Q9H7D0 ENST00000276440
Q96CQ1 ENST00000324194
Q96D21 ENST00000216127
Q7Z7F0 ENST00000368321
P47893 ENST00000408891
P21283 ENST00000395862
P21281 ENST00000276390
O75794 ENST00000281141
O75791 ENST00000344138
O75792 ENST00000221486
Q9H7C9 ENST00000393427
Q9H7C4 ENST00000409190
P59861 ENST00000334879
Q16222 ENST00000367925
B1ATL7 ENST00000371125
Q7Z7F7 ENST00000366731
Q5JVL4 ENST00000371068
P47887 ENST00000248384
P60842 ENST00000293831
P09529 ENST00000295228
P35813 ENST00000325642
P11844 ENST00000304502
P10515 ENST00000574572
O75787 ENST00000378438
Q9H6Y7 ENST00000575111
O75783 ENST00000219551
Q5QJ38 ENST00000368806
O75781 ENST00000338448
Q9H6Y5 ENST00000412696
Q9H6Y2 ENST00000358337
Q96CG8 ENST00000330295
Q96CG3 ENST00000361717
Q4G0Z9 ENST00000422365
Q6XYB7 ENST00000377566
O75771 ENST00000590016
Q9H799 ENST00000425232
P10523 ENST00000409110
Q9H792 ENST00000560626
Q9H6X2 ENST00000303714
Q9H6X5 ENST00000221671
Q9H6X4 ENST00000308022
Q3MJ62 ENST00000289788
Q9H790 ENST00000296380
Q5T0Z8 ENST00000341865
Q96CF2 ENST00000297265
P09543 ENST00000393892
P09544 ENST00000265441
O75764 ENST00000450454
O75762 ENST00000262209
Q9H788 ENST00000265807
Q3MIW9 ENST00000546848
Q3MIX3 ENST00000563699
Q92793 ENST00000262367
Q92791 ENST00000355468
Q7Z6Z7 ENST00000262854
Q7Z6Z6 ENST00000216177
Q92797 ENST00000245934
Q92796 ENST00000374360
Q92794 ENST00000265713
Q96CE8 ENST00000296059
Q5I0X4 ENST00000408925
P59817 ENST00000302097
P11836 ENST00000345732
Q5T0W9 ENST00000306858
Q5EG05 ENST00000375706
O75751 ENST00000275300
O75752 ENST00000392781
P11831 ENST00000265354
Q9H773 ENST00000319285
Q5I0X7 ENST00000333610
Q92782 ENST00000355526
Q96CD0 ENST00000519917
Q92781 ENST00000548082
Q5T197 ENST00000295542
Q96CD2 ENST00000342932
Q04206 ENST00000406246
Q92786 ENST00000435016
Q92785 ENST00000528416
Q92784 ENST00000556509
Q92783 ENST00000377524
P09525 ENST00000394295
P35858 ENST00000415638
O75746 ENST00000422440
Q5GLZ8 ENST00000395198
O00187 ENST00000400897
O00186 ENST00000370008
O00189 ENST00000421755
O00192 ENST00000263207
O00194 ENST00000262094
P08240 ENST00000332118
O00193 ENST00000228136
P22531 ENST00000368751
Q7Z7A1 ENST00000373855
P08243 ENST00000394309
Q7Z7A3 ENST00000421832
P08246 ENST00000263621
P08247 ENST00000599440
Q7Z7A4 ENST00000356151
P22532 ENST00000360379
O00198 ENST00000257572
Q96CK0 ENST00000293771
Q05516 ENST00000392996
P21217 ENST00000303225
Q05519 ENST00000370950
Q05513 ENST00000378567
P08253 ENST00000219070
Q5JVF3 ENST00000246505
P08254 ENST00000572537
P08218 ENST00000375910
Q96CJ1 ENST00000273668
P47813 ENST00000379607
O75716 ENST00000409638
O75711 ENST00000296506
O75712 ENST00000373362
Q06830 ENST00000262746
Q9H6Z9 ENST00000250457
Q9H6Z4 ENST00000340578
P22528 ENST00000307098
Q06828 ENST00000354955
P47804 ENST00000359452
Q5QJ74 ENST00000529397
P09564 ENST00000312648
P08237 ENST00000340802
P08238 ENST00000353801
O75717 ENST00000360586
P08235 ENST00000512865
O75718 ENST00000320954
P08236 ENST00000304895
Q92618 ENST00000443185
Q9H607 ENST00000215061
Q92617 ENST00000542817
Q7Z628 ENST00000355029
Q9H609 ENST00000525771
Q92616 ENST00000300648
Q92615 ENST00000316157
O75821 ENST00000253108
O75822 ENST00000261868
Q92619 ENST00000539243
O75820 ENST00000339664
O00264 ENST00000217971
O00268 ENST00000252996
Q7Z5Q5 ENST00000382865
O00267 ENST00000432763
Q7Z624 ENST00000378494
Q5JU69 ENST00000373284
Q5VWX1 ENST00000281156
O00273 ENST00000377038
Q5JU67 ENST00000373295
Q92610 ENST00000560079
Q6NZY7 ENST00000573230
Q6NZY4 ENST00000336229
Q92614 ENST00000527372
O75829 ENST00000377962
Q92613 ENST00000218343
O75828 ENST00000290354
Q92611 ENST00000256497
O75815 ENST00000260502
Q92604 ENST00000366997
Q9H5N1 ENST00000358201
Q92609 ENST00000446818
Q92608 ENST00000256935
Q7Z614 ENST00000330943
Q7Z5P4 ENST00000328546
Q16082 ENST00000537382
Q5JTV8 ENST00000435319
Q2KHM9 ENST00000361413
O75818 ENST00000380051
O75817 ENST00000303151
Q92600 ENST00000273064
O75800 ENST00000231749
Q7Z601 ENST00000335666
O00287 ENST00000255476
Q7Z602 ENST00000334425
Q05397 ENST00000340930
O00291 ENST00000336926
O00292 ENST00000366820
O00295 ENST00000221399
O00294 ENST00000229771
Q96AZ6 ENST00000560741
O75807 ENST00000200453
O75808 ENST00000219611
Q2KHN1 ENST00000569714
Q16099 ENST00000527524
Q96AZ1 ENST00000300209
Q9H5L6 ENST00000302236
O00299 ENST00000438750
Q5VX71 ENST00000366878
Q5K651 ENST00000379958
Q7Z5N4 ENST00000404826
Q96AY3 ENST00000568842
Q96AY2 ENST00000511648
Q96AY4 ENST00000397906
Q53R41 ENST00000453153
Q9H649 ENST00000314622
Q53QW1 ENST00000313965
O00220 ENST00000221132
Q5T036 ENST00000375412
Q7Z5U6 ENST00000332629
O00221 ENST00000275015
Q5JTY5 ENST00000360171
O14863 ENST00000261867
O14862 ENST00000368130
Q96BA8 ENST00000288400
O14867 ENST00000286800
O00238 ENST00000440890
Q2KHR2 ENST00000423270
Q2KHR3 ENST00000399302
Q53QV2 ENST00000395323
O14880 ENST00000367889
O00231 ENST00000457654
O00230 ENST00000320498
P10720 ENST00000226524
O00233 ENST00000541212
Q9H633 ENST00000428040
O00232 ENST00000356126
P10721 ENST00000288135
Q5JTZ9 ENST00000244571
O00237 ENST00000237455
Q5JTZ5 ENST00000400613
O14879 ENST00000371818
Q5SNT2 ENST00000340381
Q92643 ENST00000370812
O14874 ENST00000394951
Q9H5Q4 ENST00000366514
Q5T013 ENST00000372425
O00241 ENST00000381605
Q5JU85 ENST00000596391
Q5T011 ENST00000562955
O00244 ENST00000313115
Q7Z5S9 ENST00000296529
Q5JTW2 ENST00000376597
Q5VWZ2 ENST00000366928
Q92630 ENST00000344096
Q92636 ENST00000427130
Q92633 ENST00000374431
Q92629 ENST00000337851
Q2KHT3 ENST00000409790
Q92628 ENST00000425103
Q2KHT4 ENST00000432710
Q92626 ENST00000252804
O00253 ENST00000290953
O00255 ENST00000337652
O00254 ENST00000296641
Q9H611 ENST00000333425
O00257 ENST00000269397
Q7Z5R6 ENST00000376236
O00258 ENST00000333781
O14894 ENST00000270560
Q92621 ENST00000285968
Q92620 ENST00000268482
O14893 ENST00000308317
O14896 ENST00000367021
Q92625 ENST00000360359
Q92624 ENST00000083182
Q92622 ENST00000296343
A7E2F4 ENST00000360553
Q96AT1 ENST00000296121
Q96B54 ENST00000300811
Q96AT9 ENST00000359429
O14827 ENST00000265080
O14829 ENST00000361511
O14828 ENST00000570831
Q31612 ENST00000412585
Q9H5F2 ENST00000260276
Q96B45 ENST00000339834
Q5VWP3 ENST00000502396
Q7Z5H3 ENST00000417912
Q96B42 ENST00000281017
Q7Z5H5 ENST00000311170
Q5VWP2 ENST00000369448
Q96B49 ENST00000398881
O14836 ENST00000261652
O14830 ENST00000286719
O14832 ENST00000263038
O00206 ENST00000355622
Q96B33 ENST00000519106
Q96B36 ENST00000391835
Q5VWM5 ENST00000330087
Q7Z5G4 ENST00000357743
Q5VWM4 ENST00000357367
O00204 ENST00000201586
O00203 ENST00000255194
O14841 ENST00000426825
O14843 ENST00000594310
Q2TBA0 ENST00000287777
Q3MHD2 ENST00000293406
O00217 ENST00000313468
Q96B23 ENST00000282059
O00219 ENST00000569188
Q5VWN6 ENST00000328090
Q96B21 ENST00000524567
Q96AQ1 ENST00000295171
Q96AQ7 ENST00000430427
O00213 ENST00000311051
O00212 ENST00000308831
Q96B26 ENST00000389704
Q96AQ6 ENST00000368463
Q96AQ9 ENST00000375662
Q96AQ8 ENST00000379170
O00214 ENST00000526589
Q9H5K3 ENST00000331373
Q96AX9 ENST00000505820
Q96B96 ENST00000233047
Q7Z5M8 ENST00000337334
Q96B97 ENST00000397821
Q96AX2 ENST00000392614
Q96AX1 ENST00000267199
Q9H5J8 ENST00000448108
Q7Z5L4 ENST00000532889
Q9H5J4 ENST00000302274
Q7Z5L7 ENST00000312553
Q9H5J0 ENST00000394807
Q96B86 ENST00000329082
Q7Z5L9 ENST00000366609
P68032 ENST00000290378
Q5VWT5 ENST00000343433
Q7Z5L2 ENST00000370584
Q96AW1 ENST00000285279
Q76NI1 ENST00000304613
Q9H5I1 ENST00000354919
Q96AV8 ENST00000322886
Q7Z5K2 ENST00000298767
Q96B77 ENST00000333050
Q5VWQ8 ENST00000408936
Q5JU00 ENST00000371505
Q5VWQ0 ENST00000261441
O14802 ENST00000372371
O14807 ENST00000289104
P68036 ENST00000458578
Q96B70 ENST00000575495
Q2TBE0 ENST00000282251
Q9H5H4 ENST00000380412
Q53R12 ENST00000304568
Q96B67 ENST00000265138
Q7Z5J1 ENST00000423665
Q7Z5J4 ENST00000353383
Q7Z5J8 ENST00000313581
O14813 ENST00000298231
O14815 ENST00000271971
O14818 ENST00000370873
O14817 ENST00000397408
Q6W2J9 ENST00000378444
P84996 ENST00000306120
O14810 ENST00000304062
Q53RD9 ENST00000331203
Q96BN6 ENST00000242505
Q96BN8 ENST00000284274
Q96BN2 ENST00000367874
P58658 ENST00000300255
P20039 ENST00000328980
P59991 ENST00000360770
Q96BM9 ENST00000272217
P59990 ENST00000391617
Q4G0A6 ENST00000265299
Q5U3C3 ENST00000372073
P46663 ENST00000216629
P22695 ENST00000268379
P22694 ENST00000370685
P20036 ENST00000374808
P32019 ENST00000373023
Q96BM0 ENST00000393115
P47992 ENST00000367818
P59998 ENST00000433034
Q96BM1 ENST00000559651
P60983 ENST00000358056
P47985 ENST00000304863
Q7Z6B0 ENST00000381259
P20042 ENST00000374980
P60981 ENST00000246069
P47989 ENST00000379416
Q7Z6B7 ENST00000355086
P22681 ENST00000264033
P10696 ENST00000295453
P32004 ENST00000593479
P35998 ENST00000435765
Q7Z6A9 ENST00000334529
P22674 ENST00000282572
P47974 ENST00000282388
P47972 ENST00000265634
P22676 ENST00000302628
P22692 ENST00000269593
Q96BK5 ENST00000314787
Q569K4 ENST00000410066
Q53RE8 ENST00000443120
P0C2W1 ENST00000311630
Q569K6 ENST00000338306
P21359 ENST00000358273
Q96BJ8 ENST00000393997
P20023 ENST00000367057
P20020 ENST00000428670
P08397 ENST00000278715
Q96BR5 ENST00000371538
P45381 ENST00000456349
Q96BR1 ENST00000396596
Q7Z6G3 ENST00000305202
P59942 ENST00000376191
Q96C36 ENST00000343818
Q4G0F5 ENST00000525095
Q96BR6 ENST00000343381
Q96BR9 ENST00000373510
Q5JUK2 ENST00000425225
Q9H6D7 ENST00000206474
Q9H6D8 ENST00000264703
Q9H6D3 ENST00000373884
Q7Z6G8 ENST00000547776
P45378 ENST00000397301
Q5JUK9 ENST00000374951
P45379 ENST00000367318
E5RJM6 ENST00000537107
Q5T0D9 ENST00000378344
Q96BQ1 ENST00000358781
Q96C24 ENST00000276141
Q96C23 ENST00000272252
Q96BQ3 ENST00000272395
Q96BQ5 ENST00000296824
Q96C28 ENST00000418203
P46695 ENST00000435856
Q96C11 ENST00000371218
Q96C10 ENST00000563880
Q96BP3 ENST00000261308
Q96BP2 ENST00000372833
Q96C12 ENST00000563544
P20062 ENST00000215838
P20061 ENST00000257264
Q96C19 ENST00000375980
P07093 ENST00000447280
Q9H6B4 ENST00000448775
P07099 ENST00000272167
P07098 ENST00000394375
Q5T0B9 ENST00000373428
P60953 ENST00000344548
Q7Z6E9 ENST00000319715
Q96C00 ENST00000414934
Q96C01 ENST00000037869
P20073 ENST00000372919
P19086 ENST00000248996
P19087 ENST00000351050
Q4G0G5 ENST00000379204
Q96C03 ENST00000395706
Q9H6A9 ENST00000355703
Q9H6A0 ENST00000357640
P21397 ENST00000338702
P21399 ENST00000379923
P08319 ENST00000423445
P10635 ENST00000359033
P10636 ENST00000344290
Q06787 ENST00000370475
P10632 ENST00000371270
P59901 ENST00000291759
P47914 ENST00000294189
P23945 ENST00000406846
P23946 ENST00000250378
Q04118 ENST00000381842
Q92692 ENST00000252483
Q92698 ENST00000371975
Q92696 ENST00000216840
P09651 ENST00000340913
P22612 ENST00000377276
Q53QZ3 ENST00000295095
P60903 ENST00000368809
P10645 ENST00000216492
Q9H5V9 ENST00000371594
P10646 ENST00000233156
O75899 ENST00000259455
O75896 ENST00000232496
O75897 ENST00000272452
Q7Z698 ENST00000356388
Q9H5V8 ENST00000296129
P10643 ENST00000313164
Q5T089 ENST00000378531
P10644 ENST00000589228
Q9H5V7 ENST00000368886
Q7Z699 ENST00000299084
Q9H672 ENST00000332783
P59910 ENST00000339764
O75891 ENST00000273450
Q96BD5 ENST00000257821
P22626 ENST00000354667
P47902 ENST00000231656
Q96BD6 ENST00000377399
Q96BD0 ENST00000217159
Q7Z5Y7 ENST00000373731
Q92681 ENST00000345034
Q92686 ENST00000284292
P09661 ENST00000254193
Q92685 ENST00000397676
P60900 ENST00000261479
P47900 ENST00000305097
Q96BD8 ENST00000285116
P09668 ENST00000220166
P47901 ENST00000580826
Q92688 ENST00000339399
P35914 ENST00000374490
P35913 ENST00000496514
P10619 ENST00000191018
O75888 ENST00000338784
Q9H668 ENST00000224950
P09629 ENST00000239165
P35916 ENST00000261937
O75886 ENST00000263904
P11940 ENST00000318607
O75884 ENST00000337227
O75881 ENST00000310193
O75882 ENST00000262919
O75880 ENST00000255390
P59923 ENST00000425708
Q7Z695 ENST00000072869
P09630 ENST00000243108
Q92674 ENST00000372927
Q92673 ENST00000260197
P23921 ENST00000300738
O75879 ENST00000263985
P35908 ENST00000309680
O75874 ENST00000415913
Q7Z5V6 ENST00000338608
P10620 ENST00000396210
P35900 ENST00000576098
Q7Z5W3 ENST00000333924
P22607 ENST00000340107
Q92665 ENST00000323563
P08311 ENST00000216336
Q92664 ENST00000381140
Q92667 ENST00000571629
P33316 ENST00000331200
O75865 ENST00000006275
O75864 ENST00000221462
Q96BJ3 ENST00000340020
P19012 ENST00000393976
P19013 ENST00000293774
P09693 ENST00000532917
P35968 ENST00000263923
P22670 ENST00000254325
P19021 ENST00000304400
P19022 ENST00000269141
Q96BI1 ENST00000312221
Q06732 ENST00000359467
Q96BI3 ENST00000369109
Q06730 ENST00000374618
Q9H5Z6 ENST00000409685
Q9H5Z1 ENST00000252011
I6L899 ENST00000327271
P21333 ENST00000600520
O75845 ENST00000392789
P09669 ENST00000520271
O75843 ENST00000397120
O75844 ENST00000372759
O75841 ENST00000264234
Q96BH1 ENST00000295704
O75840 ENST00000309446
Q96BH3 ENST00000339841
Q9H5Y7 ENST00000400286
Q569H4 ENST00000407149
Q5RL73 ENST00000265732
